epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.1876,6.97988,13.231,8.36709,0,0,0,0,6.91489,10.8488,8.36351,2.30563e-05,2.30563e-05,2.30563e-05
2,41.4261,6.93899,12.9838,8.34581,0,0,0,0,6.90756,10.8523,8.33031,4.68561e-05,4.68561e-05,4.68561e-05
3,56.5485,7.12572,12.9036,8.35375,0,0,0,0,6.8938,10.8633,8.3277,7.06552e-05,7.06552e-05,7.06552e-05
